"pattern"	"genecount"	"genelen"	"nhits"	"sample"
"6495"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSA"	10	164	599371	"T170"
"6496"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB"	3	184	599371	"T170"
"6497"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSC"	11	168	599371	"T170"
"6498"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF"	3	156	599371	"T170"
"6499"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	92	153	599371	"T170"
"6500"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCB"	32	150	599371	"T170"
"6501"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE"	8	153	599371	"T170"
"6502"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	77	151	599371	"T170"
"6503"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	34	160	599371	"T170"
"6504"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA"	5	150	599371	"T170"
"6505"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB"	1	159	599371	"T170"
"6506"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC"	8	158	599371	"T170"
"6507"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE"	3	237	599371	"T170"
"6508"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP"	13	157	599371	"T170"
"6509"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSS"	3	156	599371	"T170"
"6510"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCCM"	24	166	599371	"T170"
"6511"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCD"	14	157	599371	"T170"
"6512"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCR"	18	152	599371	"T170"
"6513"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CZCS"	22	152	599371	"T170"
"6514"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR"	4	173	599371	"T170"
"6515"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS"	4	155	599371	"T170"
"6516"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA"	4	156	599371	"T170"
"6517"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB"	8	150	599371	"T170"
"6518"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC"	6	165	599371	"T170"
"6519"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD"	2	173	599371	"T170"
"6520"	"Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKE"	6	168	599371	"T170"
"6521"	"Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR"	6	164	599371	"T170"
"6522"	"Metals|Sodium_resistance|Sodium_resistance_protein|CHAA"	1	151	599371	"T170"
"6523"	"Metals|Sodium_resistance|Sodium_resistance_protein|NHAA"	4	186	599371	"T170"
"6524"	"Metals|Sodium_resistance|Sodium_resistance_protein|NHAB"	10	184	599371	"T170"
"6525"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZITB"	1	218	599371	"T170"
"6526"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA"	4	181	599371	"T170"
"6527"	"Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB"	5	161	599371	"T170"
"6528"	"Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR"	4	163	599371	"T170"
"6529"	"Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR"	12	159	599371	"T170"
"6530"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB"	2	257	599371	"T170"
"6531"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTA"	2	277	599371	"T170"
"6532"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ACTP"	80	158	599371	"T170"
"6533"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CUID"	2	276	599371	"T170"
"6534"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA"	12	160	599371	"T170"
"6535"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF"	6	150	599371	"T170"
"6536"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB"	8	179	599371	"T170"
"6537"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YGIW"	4	196	599371	"T170"
"6538"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN"	4	150	599371	"T170"
"6539"	"Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT"	8	152	599371	"T170"
"6540"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS"	1	244	599371	"T170"
"6541"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD"	69	154	599371	"T170"
"6542"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA"	1	274	599371	"T170"
"6543"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	37	155	599371	"T170"
"6544"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC"	4	167	599371	"T170"
"6545"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA"	1	195	599371	"T170"
"6546"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAER"	1	180	599371	"T170"
"6547"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES"	2	200	599371	"T170"
"6548"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|YOGI"	6	163	599371	"T170"
"6549"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR"	7	175	599371	"T170"
"6550"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|BEXA"	21	150	599371	"T170"
"6551"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK"	6	151	599371	"T170"
"6552"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR"	3	258	599371	"T170"
"6553"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EFMA"	6	170	599371	"T170"
"6554"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	12	156	599371	"T170"
"6555"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB"	6	169	599371	"T170"
"6556"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM"	1	158	599371	"T170"
"6557"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD"	12	150	599371	"T170"
"6558"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK"	9	167	599371	"T170"
"6559"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY"	2	217	599371	"T170"
"6560"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN"	3	169	599371	"T170"
"6561"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA"	12	190	599371	"T170"
"6562"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG"	6	183	599371	"T170"
"6563"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM"	4	177	599371	"T170"
"6564"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS"	6	239	599371	"T170"
"6565"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA"	4	199	599371	"T170"
"6566"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB"	16	155	599371	"T170"
"6567"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE"	1	164	599371	"T170"
"6568"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	18	157	599371	"T170"
"6569"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AMRB"	6	168	599371	"T170"
"6570"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|AXY"	32	155	599371	"T170"
"6571"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	19	172	599371	"T170"
"6572"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPG"	3	254	599371	"T170"
"6573"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	132	152	599371	"T170"
"6574"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE"	4	208	599371	"T170"
"6575"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF"	21	152	599371	"T170"
"6576"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN"	8	152	599371	"T170"
"6577"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO"	7	159	599371	"T170"
"6578"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP"	3	186	599371	"T170"
"6579"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB"	4	168	599371	"T170"
"6580"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	6	179	599371	"T170"
"6581"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	244	150	599371	"T170"
"6582"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI"	14	178	599371	"T170"
"6583"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK"	46	150	599371	"T170"
"6584"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	79	151	599371	"T170"
"6585"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	65	151	599371	"T170"
"6586"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY"	2	173	599371	"T170"
"6587"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRZ"	3	208	599371	"T170"
"6588"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB"	794	190	599371	"T170"
"6589"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	96	157	599371	"T170"
"6590"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY"	15	158	599371	"T170"
"6591"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	132	151	599371	"T170"
"6592"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGB"	8	159	599371	"T170"
"6593"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS"	3	266	599371	"T170"
"6594"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR"	25	157	599371	"T170"
"6595"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW"	5	213	599371	"T170"
"6596"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX"	8	157	599371	"T170"
"6597"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA"	2	161	599371	"T170"
"6598"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR"	2	189	599371	"T170"
"6599"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO"	2	187	599371	"T170"
"6600"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACE"	12	201	599371	"T170"
"6601"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1"	18	201	599371	"T170"
"6602"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB"	2	287	643	"T162"
"6603"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	2	290	643	"T162"
"6604"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	4	283	643	"T162"
"6605"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	12	283	643	"T162"
"6606"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	126	284	643	"T162"
"6607"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	12	287	643	"T162"
"6608"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	12	284	643	"T162"
"6609"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	12	284	643	"T162"
"6610"	"Drugs|betalactams|Class_C_betalactamases|OCH"	18	288	643	"T162"
"6611"	"Drugs|betalactams|Penicillin_binding_protein|PBP2"	2	279	643	"T162"
"6612"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	12	284	643	"T162"
"6613"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	20	286	643	"T162"
"6614"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation"	2	286	643	"T162"
"6615"	"Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation"	2	287	643	"T162"
"6616"	"Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation"	2	290	643	"T162"
"6617"	"Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation"	104	276	643	"T162"
"6618"	"Drugs|MLS|MLS_resistance_ABC_efflux_pumps|OLEC"	2	279	643	"T162"
"6619"	"Drugs|Multi-drug_resistance|MDR_23S_rRNA_mutation|MDR23S|RequiresSNPConfirmation"	2	287	643	"T162"
"6620"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB"	3	284	643	"T162"
"6621"	"Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXC"	2	290	643	"T162"
"6622"	"Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation"	2	284	643	"T162"
"6623"	"Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation"	10	284	643	"T162"
"6624"	"Drugs|Pactamycin|Pactamycin-resistant_16S_ribosomal_subunit_protein|P16S|RequiresSNPConfirmation"	2	286	643	"T162"
"6625"	"Drugs|Phenicol|Phenicol-resistant_23S_rRNA_mutation|PH23S|RequiresSNPConfirmation"	18	286	643	"T162"
"6626"	"Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|P23S|RequiresSNPConfirmation"	6	276	643	"T162"
"6627"	"Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation"	75	282	643	"T162"
"6628"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO"	14	290	643	"T162"
"6629"	"Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW"	54	290	643	"T162"
"6630"	"Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation"	16	286	643	"T162"
"6631"	"Metals|Copper_resistance|Copper_resistance_protein|ACTPC"	2	269	643	"T162"
"6632"	"Metals|Copper_resistance|Copper_resistance_protein|CTPV"	2	284	643	"T162"
"6633"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB"	2	274	643	"T162"
"6634"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CTPC"	2	287	643	"T162"
"6635"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CUEA"	4	288	643	"T162"
"6636"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBC"	4	290	643	"T162"
"6637"	"Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RECGM"	4	283	643	"T162"
"6638"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCA"	4	276	643	"T162"
"6639"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCE"	4	290	643	"T162"
"6640"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZCP"	8	279	643	"T162"
"6641"	"Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA"	2	290	643	"T162"
"6642"	"Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB"	2	277	643	"T162"
"6643"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA"	8	287	643	"T162"
"6644"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF"	4	288	643	"T162"
"6645"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|BEPE"	2	290	643	"T162"
"6646"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB"	5	287	643	"T162"
"6647"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD"	2	278	643	"T162"
"6648"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF"	6	288	643	"T162"
"6649"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN"	4	287	643	"T162"
"6650"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ"	6	281	643	"T162"
"6651"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB"	4	284	643	"T162"
"6652"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME"	4	288	643	"T162"
"6653"	"Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP"	8	276	643	"T162"
"6654"	"Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT"	6	225	138128	"T161"
"6655"	"Biocides|Acid_resistance|Acid_resistance_protein|GADA"	2	199	138128	"T161"
"6656"	"Biocides|Acid_resistance|Acid_resistance_protein|GADB"	1	199	138128	"T161"
"6657"	"Biocides|Acid_resistance|Acid_resistance_protein|GADC"	1	226	138128	"T161"
"6658"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMDA"	1	196	138128	"T161"
"6659"	"Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|SMRA"	8	195	138128	"T161"
"6660"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP"	1	157	138128	"T161"
"6661"	"Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB"	6	206	138128	"T161"
"6662"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|EMHB"	6	151	138128	"T161"
"6663"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW"	3	228	138128	"T161"
"6664"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|SRPB"	3	150	138128	"T161"
"6665"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TBTB"	1	225	138128	"T161"
"6666"	"Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC"	4	283	138128	"T161"
"6667"	"Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB"	2	174	138128	"T161"
"6668"	"Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI"	1	193	138128	"T161"
"6669"	"Biocides|Phenolic_compound_resistance|Phenolic_RND_efflux_pump|TRIC"	2	166	138128	"T161"
"6670"	"Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG|RequiresSNPConfirmation"	2	177	138128	"T161"
"6671"	"Drugs|Aminocoumarins|Aminocoumarin_efflux_pump|NOVA"	2	249	138128	"T161"
"6672"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation"	42	161	138128	"T161"
"6673"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation"	97	156	138128	"T161"
"6674"	"Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY"	7	152	138128	"T161"
"6675"	"Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE"	1	169	138128	"T161"
"6676"	"Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3"	37	157	138128	"T161"
"6677"	"Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6"	2	261	138128	"T161"
"6678"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME"	1	280	138128	"T161"
"6679"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME"	3	280	138128	"T161"
"6680"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4"	3	196	138128	"T161"
"6681"	"Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6"	8	213	138128	"T161"
"6682"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation"	36133	150	138128	"T161"
"6683"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation"	4194	150	138128	"T161"
"6684"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation"	2700	150	138128	"T161"
"6685"	"Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation"	2701	150	138128	"T161"
"6686"	"Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA"	2	220	138128	"T161"
"6687"	"Drugs|betalactams|Class_A_betalactamases|GES"	4	189	138128	"T161"
"6688"	"Drugs|betalactams|Class_A_betalactamases|HERA"	7	282	138128	"T161"
"6689"	"Drugs|betalactams|Class_A_betalactamases|PENA"	2	186	138128	"T161"
"6690"	"Drugs|betalactams|Class_A_betalactamases|TEM"	2	237	138128	"T161"
"6691"	"Drugs|betalactams|Class_A_betalactamases|VEB"	1	239	138128	"T161"
"6692"	"Drugs|betalactams|Class_B_betalactamases|VIM"	1	239	138128	"T161"
"6693"	"Drugs|betalactams|Mutant_porin_proteins|OMPR"	3	174	138128	"T161"
"6694"	"Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR"	4	278	138128	"T161"
"6695"	"Drugs|betalactams|Penicillin_binding_protein|AMPH"	1	259	138128	"T161"
"6696"	"Drugs|betalactams|Penicillin_binding_protein|PBP2"	3	206	138128	"T161"
"6697"	"Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation"	2700	150	138128	"T161"
"6698"	"Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|ARNA"	1	232	138128	"T161"
"6699"	"Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation"	456	150	138128	"T161"
